Current value: 1.805274145943778, Current params: {'LEARNING_RATE': 0.000998959508133048, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7949962283590672, 'DAMPENING': 0.1953830944366441, 'GAMMA': 0.19437324522566257, 'STEP_SIZE': 11}
Current value: 1.706182804107666, Current params: {'LEARNING_RATE': 0.000762263653736251, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.50907466872053, 'DAMPENING': 0.07944179555060842, 'GAMMA': 0.24741532995403853, 'STEP_SIZE': 17}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9745081754831166, Current params: {'LEARNING_RATE': 0.000196154609835234, 'BETA_1': 0.8, 'BETA_2': 0.99, 'BATCH_SIZE': 128, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5170626039918818, 'DAMPENING': 0.06763331927807233, 'GAMMA': 0.6041148000512997, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7878535239383428, Current params: {'LEARNING_RATE': 0.0053589566606673505, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 16, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'LinearLR', 'MOMENTUM': 0.5361237935791313, 'DAMPENING': 0.08737532139935841, 'GAMMA': 0.783055272179735, 'STEP_SIZE': 31}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.793869562149048, Current params: {'LEARNING_RATE': 0.0023370460961318197, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'None', 'MOMENTUM': 0.559682224330613, 'DAMPENING': 0.12847933076952764, 'GAMMA': 0.5481669326288447, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9978556966781615, Current params: {'LEARNING_RATE': 0.0047239971896863445, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5800966890969643, 'DAMPENING': 0.0601866027750933, 'GAMMA': 0.6905587257230448, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7657752990722657, Current params: {'LEARNING_RATE': 0.002031880254820733, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5958896595753094, 'DAMPENING': 0.05479665016019614, 'GAMMA': 0.8082616145717334, 'STEP_SIZE': 22}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6332505226135254, Current params: {'LEARNING_RATE': 0.000977448016960236, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5277128687578446, 'DAMPENING': 0.07443633159252946, 'GAMMA': 0.5748654632848179, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.616542363166809, Current params: {'LEARNING_RATE': 0.000912276628832876, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5395284526607642, 'DAMPENING': 0.10532499109435639, 'GAMMA': 0.5804836247845483, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7752739667892456, Current params: {'LEARNING_RATE': 0.001327339270309175, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5405878035861034, 'DAMPENING': 0.10727572625847998, 'GAMMA': 0.5292447417735484, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.814378023147583, Current params: {'LEARNING_RATE': 0.0010723092728942003, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5547224472978493, 'DAMPENING': 0.16736454584787375, 'GAMMA': 0.5945805859509772, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8608304977416992, Current params: {'LEARNING_RATE': 0.0016829313848057727, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5245073122043636, 'DAMPENING': 0.10305525506019968, 'GAMMA': 0.5557047217953733, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7251010949795063, Current params: {'LEARNING_RATE': 0.0008714735996106483, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5073367420808814, 'DAMPENING': 0.11344029554918116, 'GAMMA': 0.8676441788723079, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.711892342567444, Current params: {'LEARNING_RATE': 0.0014722375131395102, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5284463994684875, 'DAMPENING': 0.08189950099750291, 'GAMMA': 0.6344036733825154, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6878127479553222, Current params: {'LEARNING_RATE': 0.00043825402520510445, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6191775201220262, 'DAMPENING': 0.07312870235024695, 'GAMMA': 0.5716760595946104, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.0302090740203855, Current params: {'LEARNING_RATE': 0.0009482966000781356, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.545614673965471, 'DAMPENING': 0.09658310508980922, 'GAMMA': 0.5866061009241461, 'STEP_SIZE': 29}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8562460041046143, Current params: {'LEARNING_RATE': 0.0011949281481942907, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5166030493578639, 'DAMPENING': 0.12011944334781287, 'GAMMA': 0.49175593204663903, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7573298120498657, Current params: {'LEARNING_RATE': 0.0006172037482997971, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5376510798262517, 'DAMPENING': 0.06590842627092104, 'GAMMA': 0.6642229234241855, 'STEP_SIZE': 20}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.789807586669922, Current params: {'LEARNING_RATE': 0.0003469106765496969, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6069899291661346, 'DAMPENING': 0.07259021417658493, 'GAMMA': 0.6185328546180024, 'STEP_SIZE': 19}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8140233039855957, Current params: {'LEARNING_RATE': 0.00017830768194730933, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5319245571726042, 'DAMPENING': 0.1556295709846915, 'GAMMA': 0.6480118609802922, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6980624294281006, Current params: {'LEARNING_RATE': 0.0007667884171653048, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5073489724318037, 'DAMPENING': 0.17811458063854782, 'GAMMA': 0.5801189207280629, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8144636429273164, Current params: {'LEARNING_RATE': 0.0017800346068038951, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.8007106674006946, 'DAMPENING': 0.03660098374751264, 'GAMMA': 0.6120910145432397, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6805116367340087, Current params: {'LEARNING_RATE': 0.0015465556974241152, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5696441461934444, 'DAMPENING': 0.13791478306288554, 'GAMMA': 0.6831599927370559, 'STEP_SIZE': 14}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8707115125656129, Current params: {'LEARNING_RATE': 0.0015270393953175836, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5743113984254157, 'DAMPENING': 0.1474372226572388, 'GAMMA': 0.6788283296665649, 'STEP_SIZE': 14}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.772513474736895, Current params: {'LEARNING_RATE': 0.0019355002907354654, 'BETA_1': 0.8, 'BETA_2': 0.9999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5642835051377557, 'DAMPENING': 0.1388217974644495, 'GAMMA': 0.8233909657844353, 'STEP_SIZE': 11}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.797440643310547, Current params: {'LEARNING_RATE': 0.002623270759222918, 'BETA_1': 0.95, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5911666734061165, 'DAMPENING': 0.13850947918194667, 'GAMMA': 0.7438310406170672, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8203535223007201, Current params: {'LEARNING_RATE': 0.0033184574350904154, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5466811815571372, 'DAMPENING': 0.13115300018455567, 'GAMMA': 0.6300430728719765, 'STEP_SIZE': 36}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7631332349777222, Current params: {'LEARNING_RATE': 0.0012231663491726113, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5219859717813438, 'DAMPENING': 0.009658277135769663, 'GAMMA': 0.6726246265242967, 'STEP_SIZE': 15}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7370753765106202, Current params: {'LEARNING_RATE': 0.002200953310722534, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5524208185490341, 'DAMPENING': 0.05998885265450508, 'GAMMA': 0.6422540794648534, 'STEP_SIZE': 14}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8889042901992799, Current params: {'LEARNING_RATE': 0.0009919226243807516, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'LinearLR', 'MOMENTUM': 0.5152904889106515, 'DAMPENING': 0.1529078764413447, 'GAMMA': 0.7125987003376744, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8453184509277343, Current params: {'LEARNING_RATE': 0.0006333120905678311, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.8987587033937314, 'DAMPENING': 0.07669766864055236, 'GAMMA': 0.5969930808431801, 'STEP_SIZE': 17}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.100825162849041, Current params: {'LEARNING_RATE': 0.006146460608849326, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 16, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5272815854332976, 'DAMPENING': 0.06991441356832677, 'GAMMA': 0.4694750943732958, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.804549345603356, Current params: {'LEARNING_RATE': 0.0014233525887986569, 'BETA_1': 0.95, 'BETA_2': 0.9999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'None', 'MOMENTUM': 0.8647418154461581, 'DAMPENING': 0.08971198936473335, 'GAMMA': 0.6596699552662147, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.945159215927124, Current params: {'LEARNING_RATE': 0.000455268511120332, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5992283405655361, 'DAMPENING': 0.13444306895602046, 'GAMMA': 0.39739153041683584, 'STEP_SIZE': 13}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8554522514343261, Current params: {'LEARNING_RATE': 0.0008396808271795288, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.538611793651902, 'DAMPENING': 0.051500270804726425, 'GAMMA': 0.6958984877892569, 'STEP_SIZE': 22}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8323822832107544, Current params: {'LEARNING_RATE': 0.0016950645101521129, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5660583960616608, 'DAMPENING': 0.0007368707090619304, 'GAMMA': 0.620877148417197, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
